img_path,pred_color1,pred_color2,hsv0_h,hsv0_s,hsv0_v,hsv1_h,hsv1_s,hsv1_v,hex0,hex1,ratio0,ratio1,center_ratio,margin_ratio
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9501.HEIC,黑色,,240,222,46,,,,#06062e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9502.HEIC,其他,,238,167,64,,,,#161840,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9503.HEIC,黑色,,240,170,42,,,,#0e0e2a,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9504.HEIC,其他,白色,238,190,67,66,63,231,#111243,#e1e7ae,0.564,0.436,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9505.HEIC,其他,,238,201,71,,,,#0f1147,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dicloxacillin 250mg cap\IMG_9506.HEIC,黑色,,236,190,43,,,,#0b0d2b,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dilantin 100mg cap(phenytoin sodium)\IMG_9467.HEIC,紅色,,4,212,89,,,,#59150f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dilantin 100mg cap(phenytoin sodium)\IMG_9468.HEIC,紅色,,4,209,78,,,,#4e120e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dilantin 100mg cap(phenytoin sodium)\IMG_9469.HEIC,紅色,灰色,4,219,79,16,24,117,#4f100b,#756d6a,0.571,0.429,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dilantin 100mg cap(phenytoin sodium)\IMG_9470.HEIC,灰色,白色,36,11,121,204,20,212,#797774,#c3cdd4,0.394,0.304,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(110mg)Dabigatran 110mg cap\IMG_9471.HEIC,黑色,藍色,214,244,45,212,199,127,#02142d,#1c497f,0.585,0.415,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(110mg)Dabigatran 110mg cap\IMG_9472.HEIC,黑色,,214,200,46,,,,#0a1a2e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(110mg)Dabigatran 110mg cap\IMG_9473.HEIC,藍色,其他,212,191,139,214,176,71,#23548b,#162c47,0.65,0.35,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(110mg)Dabigatran 110mg cap\IMG_9474.HEIC,黑色,藍色,216,233,58,212,200,139,#051b3a,#1e528b,0.504,0.496,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(110mg)Dabigatran 110mg cap\IMG_9475.HEIC,藍色,其他,212,215,133,212,188,92,#154a85,#18385c,0.637,0.363,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Solifenacin 5mg tab\IMG_9476.HEIC,白色,,132,6,205,144,5,238,#c8cdc9,#e9eeeb,0.525,0.475,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Solifenacin 5mg tab\IMG_9477.HEIC,白色,,136,4,234,120,6,200,#e6eae7,#c3c8c3,0.501,0.499,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Solifenacin 5mg tab\IMG_9478.HEIC,白色,灰色,144,6,226,120,7,183,#dde2df,#b2b7b2,0.506,0.494,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Gabapentin 300mg cap\IMG_9388.HEIC,黃色,,60,126,217,56,193,160,#d9d86e,#a09827,0.585,0.415,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Gabapentin 300mg cap\IMG_9389.HEIC,黃色,其他,60,96,122,52,170,63,#7a7a4c,#3f3915,0.509,0.491,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Gabapentin 300mg cap\IMG_9390.HEIC,黃色,,60,118,219,,,,#dbdb76,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Gabapentin 300mg cap\IMG_9391.HEIC,透明,黃色,60,78,144,62,111,203,#909064,#c9cb73,0.511,0.489,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Gabapentin 300mg cap\IMG_9392.HEIC,黃色,,62,97,221,,,,#dbdd89,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9393.HEIC,白色,,204,38,230,,,,#c4d8e6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9394.HEIC,白色,,206,35,238,,,,#cde0ee,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9395.HEIC,白色,,204,40,231,,,,#c3d8e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9396.HEIC,白色,,202,22,240,,,,#dbe8f0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9397.HEIC,白色,,204,32,240,,,,#d2e4f0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Bismuth Subcarbonate 324mg tab\IMG_9398.HEIC,白色,,204,37,241,,,,#cee3f1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9399.HEIC,白色,,204,33,237,,,,#cee1ed,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9400.HEIC,白色,,208,49,210,,,,#aabfd2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9401.HEIC,白色,,206,36,237,,,,#ccdfed,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9402.HEIC,白色,,204,39,240,,,,#cbe1f0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9404.HEIC,透明,,210,56,178,,,,#8b9eb2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9405.HEIC,透明,,212,57,176,,,,#899bb0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(高糖優適錠)Vildagliptin 50mg tab\IMG_9406.HEIC,白色,,206,41,238,,,,#c8ddee,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9408.HEIC,白色,,68,33,227,64,46,198,#dfe3c6,#c4c6a2,0.527,0.473,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9409.HEIC,白色,,66,29,228,64,44,199,#e1e4ca,#c5c7a5,0.619,0.381,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9411.HEIC,白色,,70,29,229,,,,#e1e5cb,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9412.HEIC,透明,,66,51,151,,,,#949779,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9413.HEIC,透明,,62,50,138,,,,#898a6f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ticagrelor 90mg tab\IMG_9414.HEIC,白色,,70,32,208,,,,#ccd0b6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9415.HEIC,白色,,58,72,206,,,,#cecd94,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9416.HEIC,白色,透明,60,57,220,58,72,190,#dcdcab,#bebd88,0.606,0.394,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9417.HEIC,白色,,60,52,222,,,,#dedeb1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9418.HEIC,白色,透明,60,56,217,58,73,188,#d9d9a9,#bcbb86,0.62,0.38,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9419.HEIC,透明,,58,80,128,,,,#807f58,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9420.HEIC,其他,,56,92,97,,,,#615f3e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9421.HEIC,黃色,,56,88,122,,,,#7a7750,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluvastatin Sodium 80mg tab\IMG_9422.HEIC,透明,,58,73,151,62,58,179,#97966c,#b2b38a,0.501,0.499,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9423.HEIC,白色,,80,58,234,,,,#d9eab5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9424.HEIC,透明,,84,79,167,,,,#92a773,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9425.HEIC,白色,,80,60,229,,,,#d3e5af,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9426.HEIC,其他,,68,86,228,,,,#d9e497,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9427.HEIC,透明,,74,76,225,,,,#d2e19e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\（黃）Sinemet 25 100 Tablets(Levodopa 100mg＋Carbidopa 25mg)\IMG_9428.HEIC,白色,,76,63,229,,,,#d6e5ac,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(鈣穩)Raloxifene  60mg tab\S__22323211_0.jpg,白色,,206,29,236,212,72,215,#d1e0ec,#9ab6d7,0.673,0.327,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(鈣穩)Raloxifene  60mg tab\S__22323212_0.jpg,白色,,210,39,224,,,,#becfe0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(鈣穩)Raloxifene  60mg tab\S__22323213_0.jpg,白色,,212,22,223,,,,#ccd5df,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(鈣穩)Raloxifene  60mg tab\S__22323214_0.jpg,白色,,204,18,246,,,,#e5eff6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ketotifen (Fumarate) 1mg tab\IMG_9375.HEIC,白色,,184,16,232,,,,#d9e7e8,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ketotifen (Fumarate) 1mg tab\IMG_9376.HEIC,白色,,180,17,231,,,,#d8e7e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ketotifen (Fumarate) 1mg tab\IMG_9377.HEIC,白色,,180,15,231,,,,#d9e7e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Ketotifen (Fumarate) 1mg tab\IMG_9378.HEIC,白色,,168,17,222,,,,#cfdedb,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trimethoprim (TMP80mg+SMX400mg) tab\IMG_9380.HEIC,白色,,206,64,192,,,,#90abc0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trimethoprim (TMP80mg+SMX400mg) tab\IMG_9381.HEIC,透明,,204,64,182,,,,#88a3b6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trimethoprim (TMP80mg+SMX400mg) tab\IMG_9382.HEIC,白色,,202,54,240,,,,#bddef0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trimethoprim (TMP80mg+SMX400mg) tab\IMG_9383.HEIC,白色,,202,50,243,,,,#c3e2f3,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trimethoprim (TMP80mg+SMX400mg) tab\IMG_9384.HEIC,白色,,202,53,236,,,,#bbdaec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mebeverine 135mg tab\IMG_9385.HEIC,紅色,,28,223,185,,,,#b96417,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mebeverine 135mg tab\IMG_9386.HEIC,紅色,,28,213,176,,,,#b0641d,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mebeverine 135mg tab\IMG_9387.HEIC,紅色,,30,207,196,,,,#c47325,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\【10mg】Montelukast 10mg\IMG_9443.HEIC,白色,,60,7,215,,,,#d7d7d1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\【10mg】Montelukast 10mg\IMG_9444.HEIC,白色,,60,7,219,76,4,239,#dbdbd5,#eeefeb,0.523,0.477,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\【10mg】Montelukast 10mg\IMG_9445.HEIC,白色,,70,8,194,90,5,224,#c1c2bc,#dee0dc,0.563,0.437,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\【10mg】Montelukast 10mg\IMG_9446.HEIC,白色,,90,2,233,60,6,207,#e8e9e7,#cfcfca,0.442,0.558,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\【10mg】Montelukast 10mg\IMG_9447.HEIC,白色,,90,2,234,70,7,208,#e9eae8,#cfd0ca,0.524,0.476,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Amitriptyline Hcl 10mg tab\IMG_9439.HEIC,白色,,142,17,240,126,25,225,#e0f0e6,#cbe1cd,0.562,0.438,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Amitriptyline Hcl 10mg tab\IMG_9440.HEIC,白色,,144,16,240,132,21,228,#e1f0e7,#d1e4d5,0.519,0.481,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Amitriptyline Hcl 10mg tab\IMG_9441.HEIC,白色,,146,23,231,,,,#d2e7db,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Amitriptyline Hcl 10mg tab\IMG_9442.HEIC,白色,,152,16,244,138,23,228,#e5f4ed,#cfe4d5,0.59,0.41,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Stalevo Tab\IMG_9435.HEIC,紅色,,12,137,84,4,94,114,#543027,#724b48,0.501,0.499,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Stalevo Tab\IMG_9436.HEIC,紅色,,8,99,121,10,129,79,#79504a,#4f2d27,0.657,0.343,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Stalevo Tab\IMG_9437.HEIC,紅色,,10,124,97,8,98,117,#613a32,#754e48,0.674,0.326,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Stalevo Tab\IMG_9438.HEIC,紅色,,8,120,85,,,,#55322d,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(30mg)里先安-EDoXaBan 30mg tab\IMG_9577.HEIC,灰色,透明,334,42,162,338,53,115,#a28793,#735b64,0.532,0.468,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(30mg)里先安-EDoXaBan 30mg tab\IMG_9578.HEIC,灰色,透明,336,41,181,338,53,129,#b598a4,#816670,0.586,0.414,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(30mg)里先安-EDoXaBan 30mg tab\IMG_9579.HEIC,其他,灰色,340,61,104,338,45,157,#684f57,#9d818b,0.507,0.493,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\★(30mg)里先安-EDoXaBan 30mg tab\IMG_9580.HEIC,灰色,其他,332,43,147,334,58,102,#937a86,#664f59,0.35,0.33,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluoxetine 20mg\IMG_9512.HEIC,透明,白色,114,64,167,70,29,230,#81a77d,#e2e6cc,0.539,0.461,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluoxetine 20mg\IMG_9513.HEIC,透明,其他,110,61,168,102,82,87,#87a880,#43573b,0.501,0.499,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluoxetine 20mg\IMG_9514.HEIC,其他,透明,102,82,87,102,61,160,#43573b,#86a07a,0.537,0.463,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Fluoxetine 20mg\IMG_9515.HEIC,其他,透明,86,89,89,92,61,167,#4c593a,#92a77f,0.5,0.5,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9516.HEIC,白色,,190,43,212,,,,#b0ced4,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9517.HEIC,白色,,190,44,204,,,,#a9c6cc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9518.HEIC,白色,,192,46,207,,,,#aac8cf,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9519.HEIC,白色,,194,47,213,,,,#aeccd5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9520.HEIC,白色,,192,45,200,,,,#a5c1c8,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\威寧疼Allopurinol 100mg tab\IMG_9521.HEIC,白色,,190,41,204,,,,#abc6cc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9523.HEIC,透明,,18,64,190,18,82,159,#be9d8e,#9f7b6c,0.547,0.453,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9524.HEIC,透明,白色,18,62,181,18,47,212,#b59689,#d4b9ad,0.56,0.44,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9525.HEIC,白色,透明,16,44,210,16,66,163,#d2b8ae,#a38479,0.525,0.475,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9526.HEIC,白色,透明,20,53,215,18,63,183,#d7b9aa,#b7978a,0.497,0.503,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9527.HEIC,透明,白色,18,68,168,20,54,202,#a8897b,#caad9f,0.366,0.321,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9528.HEIC,透明,紅色,18,66,178,18,83,141,#b29284,#8d6d5f,0.362,0.335,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Terazosin 2mg tab\IMG_9529.HEIC,透明,,20,65,185,18,81,148,#b99a8a,#947365,0.529,0.471,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Methylprednisolone 4mg tab\IMG_9530.HEIC,透明,,200,81,228,,,,#9ccce4,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Methylprednisolone 4mg tab\IMG_9531.HEIC,白色,,198,75,235,,,,#a6d7eb,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Methylprednisolone 4mg tab\IMG_9532.HEIC,藍色,,200,85,231,,,,#9acee7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\律諾 (Rhynorm)Propafenone 150mg tab\IMG_9533.HEIC,白色,,206,17,238,,,,#dee7ee,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\律諾 (Rhynorm)Propafenone 150mg tab\IMG_9534.HEIC,白色,,208,27,229,,,,#cddae5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\律諾 (Rhynorm)Propafenone 150mg tab\IMG_9535.HEIC,白色,,206,19,238,208,25,211,#dce6ee,#bec9d3,0.594,0.406,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\律諾 (Rhynorm)Propafenone 150mg tab\IMG_9536.HEIC,白色,,206,19,239,,,,#dde7ef,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nicodin Lozenges 4mg tab\IMG_9537.HEIC,其他,,136,91,149,,,,#60956f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nicodin Lozenges 4mg tab\IMG_9538.HEIC,其他,,144,91,157,,,,#659d7b,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nicodin Lozenges 4mg tab\IMG_9539.HEIC,透明,,146,75,177,,,,#7db194,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nicodin Lozenges 4mg tab\IMG_9540.HEIC,透明,,148,78,177,,,,#7bb194,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Topiramate 25mg tab\IMG_9541.HEIC,白色,,208,23,240,,,,#dae6f0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Topiramate 25mg tab\IMG_9542.HEIC,白色,,206,23,237,,,,#d8e4ed,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Topiramate 25mg tab\IMG_9543.HEIC,白色,,208,22,242,,,,#dde8f2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Topiramate 25mg tab\IMG_9544.HEIC,白色,,208,23,242,,,,#dce8f2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Topiramate 25mg tab\IMG_9545.HEIC,白色,,208,28,241,,,,#d7e5f1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\橘 Isosorbide 5-mononit 60mg tab\IMG_9449.HEIC,紅色,,42,201,207,,,,#cf9f2c,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\橘 Isosorbide 5-mononit 60mg tab\IMG_9450.HEIC,紅色,,40,239,113,,,,#714d07,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\橘 Isosorbide 5-mononit 60mg tab\IMG_9451.HEIC,紅色,,40,192,173,44,177,221,#ad822b,#ddb544,0.593,0.407,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\橘 Isosorbide 5-mononit 60mg tab\IMG_9452.HEIC,紅色,,44,168,227,40,218,164,#e3bd4d,#a47318,0.586,0.414,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\橘 Isosorbide 5-mononit 60mg tab\IMG_9453.HEIC,紅色,,42,192,185,44,167,226,#b98d2e,#e2bc4e,0.355,0.341,0.6,0.06
